geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
38288,-19.519688549202975,-50.334461905482335,união de minas,MG
38270,-19.535349918509105,-49.49160947125044,campina verde,MG
38230,-20.279404799268008,-49.20132976452591,fronteira,MG
38210,-19.90768789996162,-48.70213948254657,pirajuba,MG
38300,-18.976418714330034,-49.46296216700169,ituiutaba,MG
38320,-18.847897815765208,-50.13208979907139,santa vitória,MG
38302,-18.968465080818444,-49.44966728697531,ituiutaba,MG
38307,-18.977521537919138,-49.48078094227246,ituiutaba,MG
38380,-18.723802875633993,-49.19898140803893,canápolis,MG
38370,-18.52367185919393,-49.498095469814466,cachoeira dourada,MG
38360,-18.68447699760866,-49.57255711791969,capinopolis,MG
38325,-19.043290472034574,-50.48805214021181,chaveslandia,MG
38350,-18.692860128794962,-49.9436090667324,ipiaçu,MG
38390,-18.58506158476192,-49.2007609687018,centralina,MG
38301,-18.954409341413236,-49.45853263460989,ituiutaba,MG
38304,-18.989360072595737,-49.45213047144078,ituiutaba,MG
38400,-18.91291402909292,-48.278268098117415,uberlandia,MG
38401,-18.891550305501262,-48.29041482421864,uberlandia,MG
38402,-18.87430128900449,-48.27390434500249,uberlandia,MG
38480,-18.597252863363924,-48.69723953539831,tupaciguara,MG
38447,-18.66226113653279,-48.18949561536298,araguari,MG
38407,-18.91469706769502,-48.19312373283274,uberlandia,MG
38406,-18.878307916368286,-48.22917661869507,uberlandia,MG
38443,-18.634564596667918,-48.20454281276351,araguari,MG
38441,-18.65650838360929,-48.209655528220814,araguari,MG
38445,-18.64253056524742,-48.178098829327006,araguari,MG
38410,-18.954642931211318,-48.23682325645821,uberlandia,MG
38490,-19.03695538796202,-47.91820277455487,indianópolis,MG
38414,-18.920830231082167,-48.32960936239795,uberlandia,MG
38470,-18.497151493202743,-47.72288435738122,grupiara,MG
38425,-18.97736662171973,-48.27361723894421,uberlandia,MG
38442,-18.64497831307153,-48.205193233187956,araguari,MG
38440,-18.652750140819954,-48.192254178843235,araguari,MG
28160,-21.2153199,-41.4678679,santo eduardo,RJ
43870,-12.3305,-38.7671,jacuipe,BA
38710,-18.70278,-46.04194,major porto,MG
28530,-21.75528,-42.37889,sao sebastiao do paraiba,RJ
38421,-18.97746539653662,-48.35855081896927,uberlândia,MG
38444,-18.629761093966206,-48.18879400056695,araguari,MG
38446,-18.660658524238745,-48.18112200727012,araguari,MG
38475,-18.86843771276807,-48.87835149033322,monte alegre de minas,MG
38465,-18.43344455199472,-49.18570134294063,araporã,MG
38460,-18.59563089297449,-47.88032204803274,cascalho rico,MG
38439,-18.947673738116592,-48.175911701242654,martinesia,MG
38413,-18.93288667465672,-48.31531536073169,uberlândia,MG
38411,-18.94415247068672,-48.27656486655028,uberlândia,MG
38408,-18.924395132730947,-48.24852595905258,uberlândia,MG
38405,-18.893654910658668,-48.249969558178876,uberlândia,MG
38415,-18.897001254735827,-48.329739313962946,uberlândia,MG
38412,-18.949866910733682,-48.3106952806257,uberlândia,MG
38500,-18.733826890681787,-47.495035200042715,monte carmelo,MG
38525,-18.740422518009893,-47.703739046835835,estrela do sul,MG
38550,-18.476114447525088,-47.19592749585145,coromandel,MG
38510,-18.986229874669576,-47.46278945892323,iraí de minas,MG
38520,-18.884659112283554,-47.586040756762586,romaria,MG
38540,-18.477751608907475,-47.406318705525564,abadia dos dourados,MG
38570,-17.769438878862434,-47.09813359490367,guarda-mor,MG
38610,-16.363524491793758,-46.89551908336246,unaí,MG
38600,-17.224249770525788,-46.8742600501953,paracatu,MG
38630,-16.060195550912805,-46.25532322371619,uruana de minas,MG
38690,-14.954768070677153,-46.231980473082885,formoso,MG
38680,-15.922557953732245,-46.108100207100975,arinos,MG
38660,-15.62760155448214,-46.426428022556316,buritis,MG
38689,-15.30006831591174,-45.62517727254176,chapada gaúcha,MG
38650,-16.563526600402916,-45.99335758826201,bonfinópolis de minas,MG
38665,-15.214249489419505,-46.81573874501741,serra bonita,MG
38625,-16.055885220072295,-47.14426957335077,cabeceira grande,MG
38640,-16.22894270804519,-45.991047580124345,riachinho,MG
38700,-18.595302332676653,-46.518892780670484,patos de minas,MG
38702,-18.571814256348578,-46.516520148391095,patos de minas,MG
38720,-18.776048721480212,-46.40376005256033,lagoa formosa,MG
38730,-18.8449084300049,-46.79490030761901,guimarânia,MG
38705,-18.595222055439137,-46.50072495773326,patos de minas,MG
38741,-18.967552046458948,-47.000692409559406,patrocínio,MG
38755,-17.83909375879932,-46.51767424652006,lagoa grande,MG
38750,-18.411803602342445,-46.41690890292427,presidente olegario,MG
38745,-18.924545865710115,-46.964497393453925,patrocinio,MG
38780,-17.99020819754198,-46.90395842001343,vazante,MG
38776,-17.22743476937534,-47.74096928519435,luizlandia do oeste,MG
38790,-18.337892176449653,-45.82749024872285,são gonçalo do abaeté,MG
38749,-18.839127267816433,-46.94672164246674,sao joao da serra negra,MG
38742,-18.936635253736316,-47.0017780873437,patrocínio,MG
38779,-17.006316310523424,-46.00841243161794,brasilandia de minas,MG
38738,-21.8513394321701,-50.71456121963189,cruzeiro da fortaleza,MG
38740,-18.947239907541917,-46.99126489504477,patrocinio,MG
38744,-18.935665654447636,-46.98674372630656,patrocinio,MG
38748,-18.96111082002417,-46.99227921314217,patrocínio,MG
38760,-19.111410322915557,-46.6824186406936,serra do salitre,MG
38794,-18.381995904760615,-46.03326291627296,varjao de minas,MG
38735,-18.9482951036627,-46.67282811317177,cruzeiro da fortaleza,MG
38747,-18.942935040370955,-46.98546191584216,patrocínio,MG
38706,-18.619967655066585,-46.50531336939347,patos de minas,MG
38703,-18.577938535769604,-46.4958698813478,patos de minas,MG
38770,-17.729898195113364,-46.16582085958609,joão pinheiro,MG
38701,-18.575980763753943,-46.5266184234776,patos de minas,MG
38800,-19.316410003542124,-46.05208962204518,sao gotardo,MG
38810,-19.198898898039296,-46.24250806138485,rio paranaiba,MG
38880,-19.00065420854018,-45.961182592372474,tiros,MG
38860,-19.03612876906196,-46.15268748926993,arapua,MG
38819,-19.67698928194328,-51.18893748495198,rio paranaiba,MG
38840,-18.998627111546593,-46.309952504776305,carmo do paranaiba,MG
38870,-19.22260889794351,-45.97057924179758,matutina,MG
38900,-20.015074607226083,-45.97650118605776,bambui,MG
38970,-19.696900764248216,-46.17007707225631,campos altos,MG
38910,-20.176698981240353,-45.707820074605934,iguatama,MG
38990,-19.82452943769596,-45.90600533483145,córrego danta,MG
38950,-19.492679995904055,-46.547488642085334,ibiá,MG
38930,-19.996581497885728,-46.22025713595796,medeiros,MG
39100,-18.240526693334452,-43.60062122455873,diamantina,MG
39190,-17.948380365221762,-43.22306063880891,senador modestino gonçalves,MG
39130,-18.448031073075487,-43.65867375891575,datas,MG
39150,-18.60029011334991,-43.38750320987677,serro,MG
39135,-18.618135749091444,-43.56995161492459,presidente kubitschek,MG
39120,-18.466103033395825,-43.7571232169933,gouveia,MG
39160,-18.464091563987807,-43.304617327006284,santo antônio do itambé,MG
39153,-18.41947377280205,-43.49541874314224,sao goncalo do rio das pedras,MG
39165,-18.36289441228248,-43.17188576400204,serra azul de minas,MG
39185,-18.003873915396955,-43.37915157971245,sao goncalo do rio preto,MG
39175,-21.358676506270264,-46.150542635850535,pedra menina,MG
39113,-17.696128381882392,-43.33154901160039,desembargador otoni,MG
39180,-18.078788221182954,-43.24715728444044,felicio dos santos,MG
39200,-18.365776648493227,-44.454499816559256,corinto,MG
39280,-17.362872929579012,-44.97274911433183,buritizeiro,MG
39205,-18.20881855199273,-45.22666185394093,três marias,MG
39260,-17.603252655256153,-44.75113553818965,várzea da palma,MG
39230,-17.87505964960727,-44.169510857338,buenópolis,MG
39290,-16.366240455255642,-45.07172156581321,são romão,MG
39248,-18.5430115902751,-44.60180934821425,morro da garca,MG
39207,-18.25622999999996,-45.06661999999994,andrequice,MG
39210,-18.296864275475535,-44.22117018630988,santo hipólito,MG
39243,-18.73190323958775,-44.361794674097816,inimutaba,MG
39295,-17.052001166594966,-45.28426520655779,santa fé de minas,MG
39270,-17.341385323186937,-44.93394143968491,pirapora,MG
39237,-18.855147057569294,-44.857215392321216,felixlandia,MG
39300,-15.970050280612458,-44.86148973079224,sao francisco,MG
39390,-17.11399607397032,-43.81378664467208,bocaiúva,MG
39378,-16.86498107171183,-44.06830280816432,patis,MG
39318,-16.215190864060187,-44.90815185399112,icaraí de minas,MG
39360,-16.985899346747413,-44.58980991445791,lagoa dos patos,MG
39340,-16.651445048332285,-44.34140245613035,coracao de jesus,MG
39398,-17.401880081474896,-43.571081312095316,olhos d'água,MG
39387,-17.313346146163163,-44.23241696253605,francisco dumont,MG
39380,-17.052520290388994,-44.20908628691129,claro dos poções,MG
39315,-16.12530736529835,-45.74056406111379,urucuia,MG
39370,-17.228786404946348,-44.4325203984316,jequitai,MG
39320,-16.289790276731377,-44.78274213188458,ubaí,MG
39338,-16.50572829409644,-44.81167779782739,campo azul,MG
39363,-17.28499068109711,-43.949932446206425,engenheiro navarro,MG
39330,-16.2142779279176,-44.43268618718586,brasilia de minas,MG
39314,-15.30541032258709,-45.6188886076265,chapada gaúcha,MG
39350,-16.863205138208667,-44.878616084539374,ibiaí,MG
39400,-16.722630163952992,-43.8629097575164,montes claros,MG
39402,-16.740241799309004,-43.847957549848154,montes claros,MG
39404,-16.70210690007108,-43.83200811200649,montes claros,MG
39408,-16.72773550297687,-43.88531051368838,montes claros,MG
39455,-15.657789100148847,-44.157043959635224,ibiracatu,MG
39465,-14.749084707595326,-44.41043684067858,miravania,MG
39480,-15.483003568217091,-44.37523758398183,januaria,MG
39490,-15.32313365488014,-44.75789116987177,bonito de minas,MG
39467,-14.301322189047646,-44.168661460775624,juvenilia,MG
39475,-14.881929008273271,-44.08679899695707,sao joao das missoes,MG
39442,-15.80139862110408,-43.31032547167575,janauba,MG
39495,-14.417581872229526,-44.38189520192238,montalvania,MG
39450,-15.7033771556834,-44.0212455154649,varzelândia,MG
39445,-15.847165380692129,-43.334973503586504,janaúba,MG
39472,-16.55708209814901,-43.74855281259162,capitão enéas,MG
39460,-14.752912306578008,-43.94059883615213,manga,MG
39406,-16.722155873335474,-43.83288293629302,montes claros,MG
39470,-15.097197928928626,-44.09982803636977,itacarambi,MG
39440,-15.807714242905478,-43.30937727759689,janaúba,MG
39430,-15.93497902088974,-44.00174912771377,sao joao da ponte,MG
39403,-16.75279726428704,-43.87164617338079,montes claros,MG
39401,-16.723206510706692,-43.872060099028154,montes claros,MG
39518,-15.80955459225718,-42.87138430389349,serranopolis de minas,MG
39500,-15.1523538759097,-42.87094618132631,monte azul,MG
39527,-15.392728908835409,-42.86047016393307,mato verde,MG
39510,-14.924175017238708,-42.812877639127336,espinosa,MG
39530,-15.618008127598143,-42.54219196524457,rio pardo de minas,MG
39598,-16.71906809390217,-42.865027431634765,cristalia,MG
39547,-15.171333002388725,-42.5003307404205,montezuma,MG
39565,-16.40528728435106,-42.26206368793786,rubelita,MG
39560,-16.163512734683835,-42.29292403246844,salinas,MG
39555,-15.620775849500257,-41.74614100816568,berizal,MG
39535,-15.396562332932175,-42.30952711107768,vargem grande do rio pardo,MG
39580,-16.494800614952265,-43.40783515623998,francisco sá,MG
39516,-15.047680766944374,-42.9518773445246,mamonas,MG
39570,-16.513734057639688,-42.859034549283834,grao mogol,MG
39573,-16.345531587237563,-42.532476048902915,padre carvalho,MG
39540,-15.315192229144026,-42.01910362213369,são joão do paraíso,MG
39558,-16.116234178255095,-42.53042484307986,fruta de leite,MG
39563,-16.091314224349446,-41.75016038774728,santa cruz de salinas,MG
39529,-16.003196617804647,-43.04639069878897,riacho dos machados,MG
39505,-15.08290038800575,-43.11923123671106,gameleiras,MG
39520,-15.742739537220508,-43.02805712547086,porteirinha,MG
39508,-15.342217588363498,-43.6722137257922,jaíba,MG
39550,-15.811969632619608,-42.226964937885434,taiobeiras,MG
39600,-16.88745420490822,-42.094797379213695,aracuai,MG
39628,-16.29686088242995,-41.79449127044931,comercinho,MG
39620,-16.227401484978486,-41.47836598725533,medina,MG
39635,-16.613376606754073,-42.18240306284959,coronel murta,MG
39648,-17.092067160502854,-42.54183124753738,chapada do norte,MG
39660,-17.3042575933882,-42.72513736445923,turmalina,MG
39670,-17.86067538115402,-42.86223295501873,itamarandiba,MG
39688,-17.601561993385634,-42.14904598152062,setubinha,MG
39610,-16.607071085732684,-41.77116485733678,itinga,MG
39644,-17.007206096318747,-42.35011811238815,francisco badaró,MG
39630,-16.80261828156134,-42.33866520618857,virgem da lapa,MG
39623,-19.89323733483254,-43.9863046834627,tuparece,MG
39645,-17.086065674681777,-42.25528074116346,jenipapo de minas,MG
39625,-16.560231919279545,-41.50315981107348,itaobim,MG
39665,-17.535873501189734,-43.016459669774186,carbonita,MG
39690,-17.847709721333512,-42.081194934880415,malacacheta,MG
39680,-17.695889076513044,-42.51735231797431,capelinha,MG
39664,-21.77059918122806,-43.35523022384441,mendonca,MG
39615,-16.757787702766,-41.49705134715921,ponto dos volantes,MG
39640,-16.918031460404084,-42.481529320785285,berilo,MG
39650,-17.222956179657906,-42.5867716114982,minas novas,MG
39700,-18.545756641274615,-42.56088589461711,pecanha,MG
39735,-18.80156238708327,-42.612663481061595,divinolândia de minas,MG
39715,-18.47447267900906,-42.30936928680536,virgolândia,MG
39710,-18.620044096392494,-42.28269682407078,coroaci,MG
39795,-18.088807216564426,-42.56979548759081,sao sebastiao do maranhao,MG
39723,-19.161633524255002,-42.504298516031795,sao geraldo da piedade,MG
39755,-18.472808860324815,-43.05943082342071,materlândia,MG
39703,-18.530421110314908,-42.62326455243937,cantagalo,MG
39705,-18.545122232818613,-42.76563067410195,sao joao evangelista,MG
39718,-18.456345173792656,-42.248608548948795,nacip raydan,MG
39708,-18.16759574203163,-42.76630156418681,frei lagonegro,MG
39740,-18.775579199268304,-42.93188489378452,guanhaes,MG
39750,-18.668031111402264,-43.08201250361884,sabinopolis,MG
39780,-18.191785731745643,-42.41028476045262,santa maria do suaçuí,MG
39770,-18.23170596814408,-42.839870212885316,coluna,MG
39730,-18.810500483001295,-42.7002660346105,virginopolis,MG
39728,-18.781958138819842,-42.36698068522204,sardoa,MG
39704,-19.64888346864548,-42.81420074420565,sao geraldo do baguari,MG
39802,-17.87146632244122,-41.4991575130755,teofilo otoni,MG
39800,-17.85429344949207,-41.50836507325258,teofilo otoni,MG
39860,-17.843864366259115,-40.34929904668873,nanuque,MG
39823,-17.275828583692395,-42.014991706917755,queixada,MG
39804,-17.856874558903705,-41.51904782789647,teofilo otoni,MG
39862,-18.407156599891984,-41.145491463089485,nanuque,MG
39812,-9.290888362386307,-44.95442285575326,ponto do marambaia,MG
39837,-18.47738111690439,-41.78546634959449,jampruca,MG
39810,-17.18738423112846,-41.69734068618584,carai,MG
39848,-18.480397992680086,-41.38768307328638,sao jose do divino,MG
39873,-17.077072816921394,-40.71835687036358,machacalis,MG
39875,-17.02740974748107,-40.55576147146937,bertopolis,MG
39818,-17.07451102915235,-41.48756961433306,padre paraíso,MG
39893,-16.862244502141827,-41.255475190568795,monte formoso,MG
39880,-17.0821389601157,-40.939365131507806,águas formosas,MG
39878,-17.26107640560469,-40.58545305070356,umburatiba,MG
39817,-17.413618482297128,-41.219497115773734,novo oriente de minas,MG
39840,-18.07282116018272,-41.48887756040024,frei gaspar,MG
39830,-18.038445080462022,-41.68327317684284,itambacuri,MG
39835,-18.24000322829645,-41.72805532246127,campanário,MG
39814,-17.42992463896989,-41.00012562775226,pavao,MG
39874,-16.93779286523365,-40.68433228829454,santa helena de minas,MG
39885,-17.25475946795466,-40.9825013226888,crisolita,MG
39890,-16.66855953377749,-41.02607069367885,joaíma,MG
39864,-17.648783476958183,-40.889211519758405,carlos chagas,MG
39850,-18.057550851165484,-41.13523097260996,ataleia,MG
39855,-18.06957244803235,-41.27328437311342,ouro verde de minas,MG
39868,-17.78438577053755,-40.24457270798135,serra dos aimorés,MG
39895,-16.641017965088224,-40.76032732429602,felisburgo,MG
39801,-17.857907706688568,-41.49539501340658,teófilo otoni,MG
39827,-17.805010334785973,-41.78755285870779,poté,MG
39803,-17.877899199300522,-41.5079520099724,teófilo otoni,MG
39825,-17.63062239112125,-41.74427493021115,ladainha,MG
39820,-17.46103016226294,-41.88355404660502,novo cruzeiro,MG
39900,-16.176775247315767,-40.69378781965252,almenara,MG
39920,-15.895844990486795,-40.186540340413316,jordânia,MG
39917,-15.885970945542946,-40.56224340072676,bandeira,MG
39990,-15.657727860095667,-41.48047338651927,aguas vermelhas,MG
39928,-16.250936815772242,-40.14950023767278,santa maria do salto,MG
39960,-16.440101959954443,-41.009025692400215,jequitinhonha,MG
39995,-15.724004381554487,-41.34215453822162,divisa alegre,MG
39945,-16.74510521548912,-40.41384589310388,palmópolis,MG
39970,-15.995261683001477,-41.27334039018545,pedra azul,MG
39950,-16.383991930227527,-40.535584134763745,rubim,MG
39980,-15.959863636205965,-41.484424492709685,cachoeira de pajeú,MG
39935,-16.534706128247294,-40.18436161872638,santo antônio do jacinto,MG
39930,-16.15724321728708,-40.294448459345695,jacinto,MG
39925,-16.001989493374925,-39.95115242532167,salto da divisa,MG
39915,-15.69073628284853,-40.73827011738194,mata verde,MG
40020,-12.975483617614412,-38.51234066569128,salvador,BA
40010,-12.970241376540965,-38.512409062191786,salvador,BA
40050,-12.978289949445298,-38.50454127756949,salvador,BA
40080,-12.988622106113024,-38.521323196783385,salvador,BA
40060,-12.982509134464811,-38.517011421986076,salvador,BA
40040,-12.97840944266438,-38.509367156741945,salvador,BA
40070,-12.985247261906453,-38.51391591559918,salvador,BA
40015,-12.96982867755962,-38.50723170991638,salvador,BA
40055,-12.971244511851856,-38.501123484760484,salvador,BA
40100,-12.99095604969845,-38.5143378235652,salvador,BA
40110,-12.99305921222495,-38.521188459838,salvador,BA
40140,-13.0050155111636,-38.522590553636945,salvador,BA
40170,-13.008091759369577,-38.51033453350572,salvador,BA
40155,-13.004200594696139,-38.51828023433677,salvador,BA
40105,-12.993223269218383,-38.50891502777344,salvador,BA
40157,-13.003067944827139,-38.51983071620153,salvador,BA
40130,-13.001833349263132,-38.529003671945446,salvador,BA
40150,-12.997209613454059,-38.520349361134606,salvador,BA
40210,-13.001172844078386,-38.509456254561314,salvador,BA
40240,-12.988498329511206,-38.49987620682004,salvador,BA
40250,-12.979200054413207,-38.49046788110926,salvador,BA
40230,-12.996466064431173,-38.503242125981274,salvador,BA
40260,-12.974099554278384,-38.49151377954854,salvador,BA
40270,-12.971188205288978,-38.48870740292603,salvador,BA
40221,-13.001460809465883,-38.495819657812724,salvador,BA
40296,-12.994306938330478,-38.480920189115906,salvador,BA
40253,-12.98193007185315,-38.48716298988058,salvador,BA
40276,-12.982932105089088,-38.47941763547321,salvador,BA
40285,-12.989205043327875,-38.48723859085749,salvador,BA
40290,-12.992508162477954,-38.493133319223354,salvador,BA
40280,-12.982696347807561,-38.47234601075554,salvador,BA
40275,-12.978486131983667,-38.46574964119502,salvador,BA
40286,-12.990349192998828,-38.485851632764714,salvador,BA
40255,-12.974011578661525,-38.4963312821297,salvador,BA
40295,-13.000346375001625,-38.487325923794025,salvador,BA
40265,-12.974695730476654,-38.48120538463676,salvador,BA
40279,-12.985954415056925,-38.47210077436385,salvador,BA
40283,-12.985967049926318,-38.491354776706046,salvador,BA
40254,-12.98068795660464,-38.489187981428685,salvador,BA
40243,-12.977279752232885,-38.496729539549364,salvador,BA
40231,-12.995533845838274,-38.50409626469595,salvador,BA
40252,-12.981520279887478,-38.49151507659861,salvador,BA
40226,-13.001885914313258,-38.51415164348285,salvador,BA
40220,-12.997331885780453,-38.49179297064263,salvador,BA
40320,-12.958471479250333,-38.49265635538358,salvador,BA
40325,-12.950546646651311,-38.48888737610973,salvador,BA
40310,-12.959208638944666,-38.48131710808087,salvador,BA
40300,-12.964183163328258,-38.49548512039386,salvador,BA
40342,-12.949890248418251,-38.48421745672341,salvador,BA
40385,-12.927832533143926,-38.477801769701664,salvador,BA
40370,-12.944144097500335,-38.48704906172125,salvador,BA
40354,-12.945881564032257,-38.47809294821822,salvador,BA
40365,-12.954882490092729,-38.484863514883315,salvador,BA
40335,-12.950279834318021,-38.48811296011152,salvador,BA
40393,-12.93922501681033,-38.48588687960384,salvador,BA
40314,-12.958965750392073,-38.48672825250514,salvador,BA
40390,-12.936201262570439,-38.4760785911665,salvador,BA
40368,-12.947165479710161,-38.49179586911779,salvador,BA
40375,-12.948606757102402,-38.4932033589428,salvador,BA
40313,-12.964177966136042,-38.48633962539595,salvador,BA
40387,-12.926726712344811,-38.4795022960458,salvador,BA
40340,-12.951451467688086,-38.48315195090637,salvador,BA
40353,-12.944094276944114,-38.47392858503069,salvador,BA
40391,-12.93285333455878,-38.47832253374395,salvador,BA
40323,-12.957789829511157,-38.48788245748165,salvador,BA
40301,-12.96541324884083,-38.50163569319389,salvador,BA
40355,-12.924903911357685,-38.48034241321038,salvador,BA
40315,-12.965832266384338,-38.48195616783172,salvador,BA
40330,-12.952095808103225,-38.48078500142756,salvador,BA
40411,-12.946186986866236,-38.50071155078644,salvador,BA
40445,-12.940784708273446,-38.5026951940767,salvador,BA
40451,-12.934014790336578,-38.48864054680209,salvador,BA
40421,-12.917237916792873,-38.496144409051546,salvador,BA
40430,-12.932061168353128,-38.497320589644154,salvador,BA
40490,-12.901266224749055,-38.47790707922174,salvador,BA
40440,-12.929187448845916,-38.50351348269026,salvador,BA
40415,-12.926304637811816,-38.50715387822264,salvador,BA
